"Beach ID
(Def.)","Beach Name
(Def.)","Station
ID
(Def.)","Station Name
(Def.)","County
Name
(Def.)","Identifier
(Def.)","Start
Date
(Def.)","Start
Time
(Def.)","Zone
Code
(Def.)","Activity
Type
Code
(Def.)","Characteristic
Name
(Def.)","Result Value
Text
(Def.)","Result
Value
(Def.)","Result
Measure
Unit","Result Comment
(Def.)","Activity
Depth
Value
(Def.)","Activity
Depth
Unit
Code
(Def.)","Result
Analytical
Method
Identifier
Context
(Def.)","Result
Analytical
Method
Identifier
(Def.)","Result
Analytical
Method
Name
(Def.)","Sample Collection
Method Identifier
(Def.)","Sample Collection
Method Name
(Def.)","Field Gear
(Def.)","Analysis
Date
Time
(Def.)","Detection
Quantitation
Limit
(Def.)",Latitude,Longitude
WA765635,Jetty Island,SNO011C,"JETTY ISLAND, SNO011C",SNOHOMISH,67403,14-Jul-21,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-14-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,71592,23-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-23-2022,Method Detection Level~10~MPN/100mL,48.721,-122.51565
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,71591,23-Aug-22,-,-,Sample-Routine,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-23-2022,Method Detection Level~20~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,71590,23-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-23-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,71189,09-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-09-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,71188,09-Aug-22,-,-,Sample-Routine,Enterococcus,-,41,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-09-2022,Method Detection Level~41~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,71187,09-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-09-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,70830,26-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-26-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,70829,26-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-26-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,70827,26-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-26-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,70435,12-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-12-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,70434,12-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-12-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,70433,12-Jul-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-12-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,70051,28-Jun-22,-,-,Sample-Routine,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-28-2022,Method Detection Level~20~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,70049,28-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-28-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,70048,28-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-28-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,69677,14-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-14-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,69676,14-Jun-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-14-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,69675,14-Jun-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-14-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,69383,06-Jun-22,-,-,Quality Control Sample-Field Replicate,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-06-2022,Method Detection Level~20~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,69382,06-Jun-22,-,-,Sample-Routine,Enterococcus,-,30,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-06-2022,Method Detection Level~30~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,69381,06-Jun-22,-,-,Sample-Routine,Enterococcus,-,41,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-06-2022,Method Detection Level~41~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,69380,06-Jun-22,-,-,Sample-Routine,Enterococcus,-,211,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-06-2022,Method Detection Level~211~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,68985,23-May-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-23-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,68984,23-May-22,-,-,Sample-Routine,Enterococcus,-,31,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-23-2022,Method Detection Level~31~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,68983,23-May-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,05-23-2022,Method Detection Level~10~MPN/100mL,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,68681,30-Aug-21,-,-,Sample-Routine,Enterococcus,-,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-30-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,68679,30-Aug-21,-,-,Sample-Routine,Enterococcus,-,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-30-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,68678,30-Aug-21,-,-,Sample-Routine,Enterococcus,-,63,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-30-2021,Method Detection Level~63~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,68677,30-Aug-21,-,-,Quality Control Sample-Field Replicate,Enterococcus,-,20,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-30-2021,Method Detection Level~20~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,68419,18-Aug-21,-,-,Quality Control Sample-Other,Enterococcus,-,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-18-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,68418,18-Aug-21,-,-,Quality Control Sample-Other,Enterococcus,Present Below Quantification Limit,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-18-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,68416,18-Aug-21,-,-,Quality Control Sample-Other,Enterococcus,Present Below Quantification Limit,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-18-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,68412,16-Aug-21,-,-,Sample-Routine,Enterococcus,-,94,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-16-2021,Method Detection Level~94~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,68410,16-Aug-21,-,-,Sample-Routine,Enterococcus,-,395,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-16-2021,Method Detection Level~395~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,68409,16-Aug-21,-,-,Sample-Routine,Enterococcus,-,20,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-16-2021,Method Detection Level~20~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,67888,02-Aug-21,-,-,Sample-Routine,Enterococcus,-,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-02-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,67886,02-Aug-21,-,-,Sample-Routine,Enterococcus,-,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-02-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,67885,02-Aug-21,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-02-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,67884,02-Aug-21,-,-,Quality Control Sample-Field Replicate,Enterococcus,Present Below Quantification Limit,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-02-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,67584,19-Jul-21,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-19-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,67583,19-Jul-21,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-19-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,67582,19-Jul-21,-,-,Sample-Routine,Enterococcus,-,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-19-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,67149,08-Jul-21,-,-,Quality Control Sample-Other,Enterococcus,-,20,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-08-2021,Method Detection Level~20~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,67148,08-Jul-21,-,-,Quality Control Sample-Other,Enterococcus,-,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-08-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,67146,08-Jul-21,-,-,Quality Control Sample-Other,Enterococcus,-,52,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-08-2021,Method Detection Level~52~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,67145,06-Jul-21,-,-,Sample-Routine,Enterococcus,-,602,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-06-2021,Method Detection Level~602~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021C,"PORT OF BELLINGHAM MARINE PARK, WHA021C",WHATCOM,67143,06-Jul-21,-,-,Sample-Routine,Enterococcus,-,108,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-06-2021,Method Detection Level~108~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,67142,06-Jul-21,-,-,Sample-Routine,Enterococcus,-,1396,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-06-2021,Method Detection Level~1396~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021D,"PORT OF BELLINGHAM MARINE PARK, WHA021D",WHATCOM,66803,21-Jun-21,-,-,Sample-Routine,Enterococcus,-,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-21-2021,Method Detection Level~10~MPN/100ml,,
WA266896,Port of Bellingham Marine Park,WHA021E,"PORT OF BELLINGHAM MARINE PARK, WHA021E",WHATCOM,66802,21-Jun-21,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100ml,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,06-21-2021,Method Detection Level~10~MPN/100ml,,
WA192208,Arness County Park,KIT011B,"ARNESS COUNTY PARK, KIT011B",KITSAP,71909,29-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-29-2022,Method Detection Level~10~MPN/100mL,47.7941,-122.50553
WA192208,Arness County Park,KIT011C,"ARNESS COUNTY PARK, KIT011C",KITSAP,71908,29-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-29-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011B,"ARNESS COUNTY PARK, KIT011B",KITSAP,71907,29-Aug-22,-,-,Quality Control Sample-Field Replicate,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-29-2022,Method Detection Level~20~MPN/100mL,,
WA192208,Arness County Park,KIT011A,"ARNESS COUNTY PARK, KIT011A",KITSAP,71906,29-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-29-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011A,"ARNESS COUNTY PARK, KIT011A",KITSAP,71905,29-Aug-22,-,-,Quality Control Sample-Field Replicate,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-29-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011C,"ARNESS COUNTY PARK, KIT011C",KITSAP,71904,29-Aug-22,-,-,Quality Control Sample-Field Replicate,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-29-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011A,"ARNESS COUNTY PARK, KIT011A",KITSAP,71885,22-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-22-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011B,"ARNESS COUNTY PARK, KIT011B",KITSAP,71884,22-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-22-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011C,"ARNESS COUNTY PARK, KIT011C",KITSAP,71883,22-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-22-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011A,"ARNESS COUNTY PARK, KIT011A",KITSAP,71515,15-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-15-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011B,"ARNESS COUNTY PARK, KIT011B",KITSAP,71514,15-Aug-22,-,-,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-15-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011C,"ARNESS COUNTY PARK, KIT011C",KITSAP,71513,15-Aug-22,-,-,Sample-Routine,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-15-2022,Method Detection Level~20~MPN/100mL,,
WA192208,Arness County Park,KIT011A,"ARNESS COUNTY PARK, KIT011A",KITSAP,71481,08-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-08-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011B,"ARNESS COUNTY PARK, KIT011B",KITSAP,71480,08-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-08-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011C,"ARNESS COUNTY PARK, KIT011C",KITSAP,71479,08-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-08-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011A,"ARNESS COUNTY PARK, KIT011A",KITSAP,71413,01-Aug-22,-,-,Sample-Routine,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-01-2022,Method Detection Level~20~MPN/100mL,,
WA192208,Arness County Park,KIT011B,"ARNESS COUNTY PARK, KIT011B",KITSAP,71412,01-Aug-22,-,-,Sample-Routine,Enterococcus,-,20,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-01-2022,Method Detection Level~20~MPN/100mL,,
WA192208,Arness County Park,KIT011C,"ARNESS COUNTY PARK, KIT011C",KITSAP,71411,01-Aug-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,08-01-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011A,"ARNESS COUNTY PARK, KIT011A",KITSAP,70692,18-Jul-22,-,-,Sample-Routine,Enterococcus,Present Below Quantification Limit,10,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-18-2022,Method Detection Level~10~MPN/100mL,,
WA192208,Arness County Park,KIT011B,"ARNESS COUNTY PARK, KIT011B",KITSAP,70691,18-Jul-22,-,-,Sample-Routine,Enterococcus,-,30,MPN/100mL,-,-,-,APHA,9230-D,9230 D ~ Fluorogenic Substrate Enterococcus Test,Grab,Grab Sample,Water Bottle,07-18-2022,Method Detection Level~30~MPN/100mL,,
